Rk,Date,Tm,Unnamed: 3_level_1,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
5380,2017-03-14,DET,@,CLE,L 96-128,240,37,99,.374,33,80,.413,4,19,.211,18,19,.947,96
5381,2017-03-14,GSW,,PHI,W 106-104,240,32,88,.364,18,56,.321,14,32,.438,28,35,.800,106
5382,2017-03-14,PHI,@,GSW,L 104-106,240,39,89,.438,31,62,.500,8,27,.296,18,27,.667,104
5383,2017-03-14,NOP,,POR,W 100-77,240,38,80,.475,32,59,.542,6,21,.286,18,30,.600,100
5384,2017-03-14,POR,@,NOP,L 77-100,240,23,76,.303,12,44,.273,11,32,.344,20,26,.769,77
5385,2017-03-14,IND,@,NYK,L 81-87,240,32,87,.368,24,58,.414,8,29,.276,9,15,.600,81
5386,2017-03-14,NYK,,IND,W 87-81,240,35,83,.422,26,55,.473,9,28,.321,8,13,.615,87
5387,2017-03-13,CHI,@,CHO,W 115-109,240,41,92,.446,27,52,.519,14,40,.350,19,22,.864,115
5388,2017-03-13,CHA,,CHI,L 109-115,240,43,93,.462,36,64,.563,7,29,.241,16,19,.842,109
5389,2017-03-13,DEN,,LAL,W 129-101,240,45,84,.536,28,46,.609,17,38,.447,22,25,.880,129
5390,2017-03-13,LAL,@,DEN,L 101-129,240,42,97,.433,36,77,.468,6,20,.300,11,19,.579,101
5391,2017-03-13,MEM,,MIL,W 113-93,240,41,79,.519,27,52,.519,14,27,.519,17,23,.739,113
5392,2017-03-13,MIL,@,MEM,L 93-113,240,31,67,.463,17,41,.415,14,26,.538,17,20,.850,93
5393,2017-03-13,MIN,,WAS,W 119-104,240,45,86,.523,35,65,.538,10,21,.476,19,22,.864,119
5394,2017-03-13,WAS,@,MIN,L 104-119,240,36,84,.429,29,58,.500,7,26,.269,25,31,.806,104
5395,2017-03-13,ORL,@,SAC,L 115-120,240,45,98,.459,32,64,.500,13,34,.382,12,12,1.000,115
5396,2017-03-13,SAC,,ORL,W 120-115,240,44,82,.537,28,52,.538,16,30,.533,16,21,.762,120
5397,2017-03-13,ATL,@,SAS,L 99-107,240,37,81,.457,31,59,.525,6,22,.273,19,30,.633,99
5398,2017-03-13,SAS,,ATL,W 107-99,240,39,81,.481,23,47,.489,16,34,.471,13,17,.765,107
5399,2017-03-13,DAL,@,TOR,L 78-100,240,31,85,.365,24,60,.400,7,25,.280,9,13,.692,78
5400,2017-03-13,TOR,,DAL,W 100-78,240,37,78,.474,28,53,.528,9,25,.360,17,18,.944,100
5401,2017-03-13,LAC,@,UTA,L 108-114,240,39,78,.500,27,48,.563,12,30,.400,18,23,.783,108
5402,2017-03-13,UTA,,LAC,W 114-108,240,41,78,.526,27,57,.474,14,21,.667,18,22,.818,114
5403,2017-03-12,BOS,,CHI,W 100-80,240,40,86,.465,24,49,.490,16,37,.432,4,4,1.000,100
5404,2017-03-12,CHI,@,BOS,L 80-100,240,33,87,.379,26,62,.419,7,25,.280,7,9,.778,80
5405,2017-03-12,BRK,,NYK,W 120-112,240,40,87,.460,21,49,.429,19,38,.500,21,29,.724,120
5406,2017-03-12,NYK,@,BRK,L 112-120,240,39,94,.415,31,71,.437,8,23,.348,26,32,.813,112
5407,2017-03-12,CLE,@,HOU,L 112-117,240,42,80,.525,25,37,.676,17,43,.395,11,13,.846,112
5408,2017-03-12,HOU,,CLE,W 117-112,240,41,96,.427,25,51,.490,16,45,.356,19,28,.679,117
5409,2017-03-12,IND,,MIA,W 102-98,240,35,82,.427,30,67,.448,5,15,.333,27,32,.844,102
5410,2017-03-12,MIA,@,IND,L 98-102,240,39,94,.415,30,62,.484,9,32,.281,11,16,.688,98
5411,2017-03-12,LAL,,PHI,L 116-118,240,44,88,.500,40,68,.588,4,20,.200,24,28,.857,116
5412,2017-03-12,PHI,@,LAL,W 118-116,240,41,79,.519,31,55,.564,10,24,.417,26,32,.813,118
5413,2017-03-12,PHO,,POR,L 101-110,240,41,93,.441,36,79,.456,5,14,.357,14,20,.700,101
5414,2017-03-12,POR,@,PHO,W 110-101,240,43,86,.500,36,64,.563,7,22,.318,17,25,.680,110
5415,2017-03-11,CHA,,NOP,L 122-125 (OT),265,46,102,.451,33,56,.589,13,46,.283,17,20,.850,122
5416,2017-03-11,NOP,@,CHO,W 125-122 (OT),265,50,99,.505,36,65,.554,14,34,.412,11,16,.688,125
5417,2017-03-11,DAL,,PHO,L 98-100,240,28,74,.378,19,48,.396,9,26,.346,33,36,.917,98
5418,2017-03-11,PHO,@,DAL,W 100-98,240,38,83,.458,32,62,.516,6,21,.286,18,20,.900,100
5419,2017-03-11,DET,,NYK,W 112-92,240,46,96,.479,37,69,.536,9,27,.333,11,19,.579,112
5420,2017-03-11,NYK,@,DET,L 92-112,240,36,82,.439,23,52,.442,13,30,.433,7,11,.636,92
5421,2017-03-11,LAC,,PHI,W 112-100,240,40,81,.494,32,56,.571,8,25,.320,24,29,.828,112
5422,2017-03-11,PHI,@,LAC,L 100-112,240,40,84,.476,30,54,.556,10,30,.333,10,14,.714,100
5423,2017-03-11,ATL,@,MEM,W 107-90,240,36,72,.500,21,42,.500,15,30,.500,20,26,.769,107
5424,2017-03-11,MEM,,ATL,L 90-107,240,34,90,.378,29,61,.475,5,29,.172,17,23,.739,90
5425,2017-03-11,MIA,,TOR,W 104-89,240,35,72,.486,24,44,.545,11,28,.393,23,33,.697,104
5426,2017-03-11,TOR,@,MIA,L 89-104,240,33,88,.375,31,73,.425,2,15,.133,21,25,.840,89
5427,2017-03-11,MIL,,MIN,W 102-95,240,37,80,.463,29,60,.483,8,20,.400,20,23,.870,102
5428,2017-03-11,MIN,@,MIL,L 95-102,240,37,81,.457,32,68,.471,5,13,.385,16,21,.762,95
5429,2017-03-11,OKC,,UTA,W 112-104,240,43,86,.500,35,63,.556,8,23,.348,18,24,.750,112
5430,2017-03-11,UTA,@,OKC,L 104-112,240,36,75,.480,27,55,.491,9,20,.450,23,28,.821,104
5431,2017-03-11,CLE,@,ORL,W 116-104,240,43,86,.500,28,47,.596,15,39,.385,15,25,.600,116
5432,2017-03-11,ORL,,CLE,L 104-116,240,38,96,.396,34,75,.453,4,21,.190,24,28,.857,104
5433,2017-03-11,POR,,WAS,L 124-125 (OT),265,48,94,.511,32,62,.516,16,32,.500,12,16,.750,124
5434,2017-03-11,WAS,@,POR,W 125-124 (OT),265,47,90,.522,35,65,.538,12,25,.480,19,28,.679,125
5435,2017-03-11,DEN,@,SAC,W 105-92,240,40,85,.471,31,51,.608,9,34,.265,16,18,.889,105
5436,2017-03-11,SAC,,DEN,L 92-105,240,36,82,.439,28,59,.475,8,23,.348,12,20,.600,92
5437,2017-03-11,GSW,@,SAS,L 85-107,240,33,92,.359,28,75,.373,5,17,.294,14,23,.609,85
5438,2017-03-11,SAS,,GSW,W 107-85,240,40,77,.519,28,50,.560,12,27,.444,15,18,.833,107
5439,2017-03-10,ATL,,TOR,W 105-99,240,39,75,.520,31,53,.585,8,22,.364,19,29,.655,105
5440,2017-03-10,TOR,@,ATL,L 99-105,240,37,92,.402,33,67,.493,4,25,.160,21,27,.778,99
5441,2017-03-10,CHI,,HOU,L 94-115,240,38,98,.388,29,59,.492,9,39,.231,9,12,.750,94
5442,2017-03-10,HOU,@,CHI,W 115-94,240,37,89,.416,22,42,.524,15,47,.319,26,32,.813,115
5443,2017-03-10,CHA,,ORL,W 121-81,240,47,79,.595,37,58,.638,10,21,.476,17,20,.850,121
5444,2017-03-10,ORL,@,CHO,L 81-121,240,31,76,.408,26,49,.531,5,27,.185,14,22,.636,81
5445,2017-03-10,BRK,@,DAL,L 96-105,240,34,78,.436,25,47,.532,9,31,.290,19,23,.826,96
5446,2017-03-10,DAL,,BRK,W 105-96,240,33,78,.423,19,45,.422,14,33,.424,25,28,.893,105
5447,2017-03-10,BOS,@,DEN,L 99-119,240,34,81,.420,22,48,.458,12,33,.364,19,23,.826,99
5448,2017-03-10,DEN,,BOS,W 119-99,240,45,85,.529,33,54,.611,12,31,.387,17,22,.773,119
5449,2017-03-10,IND,@,MIL,L 85-99,240,33,75,.440,31,57,.544,2,18,.111,17,22,.773,85
5450,2017-03-10,MIL,,IND,W 99-85,240,33,64,.516,26,47,.553,7,17,.412,26,30,.867,99
5451,2017-03-10,GSW,@,MIN,L 102-103,240,41,88,.466,34,64,.531,7,24,.292,13,17,.765,102
5452,2017-03-10,MIN,,GSW,W 103-102,240,39,88,.443,35,74,.473,4,14,.286,21,27,.778,103
5453,2017-03-10,SAC,,WAS,L 122-130 (OT),265,44,92,.478,32,69,.464,12,23,.522,22,28,.786,122
5454,2017-03-10,WAS,@,SAC,W 130-122 (OT),265,52,104,.500,43,78,.551,9,26,.346,17,19,.895,130
5455,2017-03-09,CLE,@,DET,L 101-106,240,39,84,.464,28,45,.622,11,39,.282,12,19,.632,101
5456,2017-03-09,DET,,CLE,W 106-101,240,41,88,.466,32,62,.516,9,26,.346,15,19,.789,106
5457,2017-03-09,LAC,@,MEM,W 114-98,240,40,78,.513,29,48,.604,11,30,.367,23,28,.821,114
5458,2017-03-09,MEM,,LAC,L 98-114,240,37,83,.446,30,63,.476,7,20,.350,17,22,.773,98
5459,2017-03-09,OKC,,SAS,W 102-92,240,41,89,.461,35,69,.507,6,20,.300,14,21,.667,102
5460,2017-03-09,SAS,@,OKC,L 92-102,240,35,84,.417,29,65,.446,6,19,.316,16,20,.800,92
5461,2017-03-09,LAL,@,PHO,W 122-110,240,47,98,.480,35,71,.493,12,27,.444,16,24,.667,122
5462,2017-03-09,PHO,,LAL,L 110-122,240,42,91,.462,36,72,.500,6,19,.316,20,25,.800,110
5463,2017-03-09,PHI,@,POR,L 108-114 (OT),265,41,94,.436,30,65,.462,11,29,.379,15,20,.750,108
5464,2017-03-09,POR,,PHI,W 114-108 (OT),265,40,88,.455,34,67,.507,6,21,.286,28,33,.848,114
5465,2017-03-08,ATL,,BRK,W 110-105,240,41,95,.432,37,75,.493,4,20,.200,24,32,.750,110
5466,2017-03-08,BRK,@,ATL,L 105-110,240,37,80,.463,26,47,.553,11,33,.333,20,25,.800,105
5467,2017-03-08,DEN,,WAS,L 113-123,240,46,87,.529,33,59,.559,13,28,.464,8,17,.471,113
5468,2017-03-08,WAS,@,DEN,W 123-113,240,50,88,.568,39,62,.629,11,26,.423,12,19,.632,123
5469,2017-03-08,BOS,@,GSW,W 99-86,240,37,84,.440,27,55,.491,10,29,.345,15,19,.789,99
5470,2017-03-08,GSW,,BOS,L 86-99,240,37,84,.440,31,54,.574,6,30,.200,6,9,.667,86
5471,2017-03-08,HOU,,UTA,L 108-115,240,35,79,.443,27,47,.574,8,32,.250,30,40,.750,108
5472,2017-03-08,UTA,@,HOU,W 115-108,240,41,76,.539,29,45,.644,12,31,.387,21,24,.875,115
5473,2017-03-08,DET,@,IND,L 98-115,240,39,89,.438,32,63,.508,7,26,.269,13,22,.591,98
5474,2017-03-08,IND,,DET,W 115-98,240,44,88,.500,33,65,.508,11,23,.478,16,19,.842,115
5475,2017-03-08,CHA,@,MIA,L 101-108,240,37,80,.463,30,59,.508,7,21,.333,20,21,.952,101
5476,2017-03-08,MIA,,CHO,W 108-101,240,37,85,.435,20,44,.455,17,41,.415,17,24,.708,108
5477,2017-03-08,MIL,,NYK,W 104-93,240,37,86,.430,29,60,.483,8,26,.308,22,28,.786,104
5478,2017-03-08,NYK,@,MIL,L 93-104,240,39,84,.464,32,63,.508,7,21,.333,8,12,.667,93
5479,2017-03-08,LAC,@,MIN,L 91-107,240,35,83,.422,26,59,.441,9,24,.375,12,18,.667,91
5480,2017-03-08,MIN,,LAC,W 107-91,240,42,86,.488,37,66,.561,5,20,.250,18,20,.900,107
5481,2017-03-08,NOP,,TOR,L 87-94,240,34,80,.425,25,51,.490,9,29,.310,10,13,.769,87
5482,2017-03-08,TOR,@,NOP,W 94-87,240,36,76,.474,28,55,.509,8,21,.381,14,23,.609,94
5483,2017-03-08,CHI,@,ORL,L 91-98,240,36,81,.444,24,53,.453,12,28,.429,7,11,.636,91
5484,2017-03-08,ORL,,CHI,W 98-91,240,37,89,.416,30,64,.469,7,25,.280,17,21,.810,98
5485,2017-03-08,SAC,@,SAS,L 104-114,240,42,86,.488,35,67,.522,7,19,.368,13,16,.813,104
5486,2017-03-08,SAS,,SAC,W 114-104,240,42,84,.500,28,55,.509,14,29,.483,16,21,.762,114
5487,2017-03-07,DAL,,LAL,W 122-111,240,45,83,.542,28,52,.538,17,31,.548,15,19,.789,122
5488,2017-03-07,LAL,@,DAL,L 111-122,240,42,90,.467,31,60,.517,11,30,.367,16,22,.727,111
5489,2017-03-07,OKC,,POR,L 121-126,240,44,85,.518,34,60,.567,10,25,.400,23,30,.767,121
5490,2017-03-07,POR,@,OKC,W 126-121,240,47,85,.553,36,62,.581,11,23,.478,21,27,.778,126
5491,2017-03-07,PHO,,WAS,L 127-131,240,44,88,.500,31,61,.508,13,27,.481,26,33,.788,127
5492,2017-03-07,WAS,@,PHO,W 131-127,240,41,90,.456,34,72,.472,7,18,.389,42,53,.792,131
5493,2017-03-06,ATL,,GSW,L 111-119,240,38,82,.463,25,54,.463,13,28,.464,22,31,.710,111
5494,2017-03-06,GSW,@,ATL,W 119-111,240,41,87,.471,21,43,.488,20,44,.455,17,22,.773,119
5495,2017-03-06,CHA,,IND,W 100-88,240,35,86,.407,24,55,.436,11,31,.355,19,21,.905,100
5496,2017-03-06,IND,@,CHO,L 88-100,240,37,81,.457,25,51,.490,12,30,.400,2,3,.667,88
5497,2017-03-06,CLE,,MIA,L 98-106,240,35,78,.449,26,51,.510,9,27,.333,19,29,.655,98
5498,2017-03-06,MIA,@,CLE,W 106-98,240,39,91,.429,23,56,.411,16,35,.457,12,14,.857,106
5499,2017-03-06,DEN,,SAC,W 108-96,240,37,74,.500,24,44,.545,13,30,.433,21,28,.750,108
5500,2017-03-06,SAC,@,DEN,L 96-108,240,36,83,.434,30,67,.448,6,16,.375,18,21,.857,96
5501,2017-03-06,CHI,@,DET,L 95-109,240,34,83,.410,26,55,.473,8,28,.286,19,21,.905,95
5502,2017-03-06,DET,,CHI,W 109-95,240,45,92,.489,39,71,.549,6,21,.286,13,20,.650,109
5503,2017-03-06,BOS,@,LAC,L 102-116,240,34,83,.410,24,48,.500,10,35,.286,24,29,.828,102
5504,2017-03-06,LAC,,BOS,W 116-102,240,39,73,.534,30,53,.566,9,20,.450,29,47,.617,116
5505,2017-03-06,BRK,@,MEM,W 122-109,240,39,73,.534,25,43,.581,14,30,.467,30,38,.789,122
5506,2017-03-06,MEM,,BRK,L 109-122,240,34,77,.442,24,52,.462,10,25,.400,31,39,.795,109
5507,2017-03-06,NYK,@,ORL,W 113-105,240,40,86,.465,34,72,.472,6,14,.429,27,28,.964,113
5508,2017-03-06,ORL,,NYK,L 105-113,240,40,85,.471,31,53,.585,9,32,.281,16,24,.667,105
5509,2017-03-06,MIL,@,PHI,W 112-98,240,41,83,.494,27,50,.540,14,33,.424,16,20,.800,112
5510,2017-03-06,PHI,,MIL,L 98-112,240,39,89,.438,31,59,.525,8,30,.267,12,19,.632,98
5511,2017-03-06,HOU,@,SAS,L 110-112,240,41,88,.466,27,49,.551,14,39,.359,14,17,.824,110
5512,2017-03-06,SAS,,HOU,W 112-110,240,40,88,.455,29,60,.483,11,28,.393,21,23,.913,112
5513,2017-03-06,NOP,@,UTA,L 83-88,240,30,84,.357,20,51,.392,10,33,.303,13,18,.722,83
5514,2017-03-06,UTA,,NOP,W 88-83,240,33,81,.407,23,54,.426,10,27,.370,12,15,.800,88
5515,2017-03-05,ATL,,IND,L 96-97,240,34,77,.442,25,50,.500,9,27,.333,19,31,.613,96
5516,2017-03-05,IND,@,ATL,W 97-96,240,35,78,.449,20,45,.444,15,33,.455,12,21,.571,97
5517,2017-03-05,DAL,,OKC,W 104-89,240,42,86,.488,35,61,.574,7,25,.280,13,16,.813,104
5518,2017-03-05,OKC,@,DAL,L 89-104,240,33,82,.402,31,60,.517,2,22,.091,21,30,.700,89
5519,2017-03-05,LAL,,NOP,L 97-105,240,38,83,.458,28,55,.509,10,28,.357,11,15,.733,97
5520,2017-03-05,NOP,@,LAL,W 105-97,240,36,89,.404,27,65,.415,9,24,.375,24,35,.686,105
5521,2017-03-05,GSW,@,NYK,W 112-105,240,40,88,.455,27,53,.509,13,35,.371,19,23,.826,112
5522,2017-03-05,NYK,,GSW,L 105-112,240,39,83,.470,32,61,.525,7,22,.318,20,25,.800,105
5523,2017-03-05,BOS,@,PHO,L 106-109,240,32,85,.376,19,48,.396,13,37,.351,29,40,.725,106
5524,2017-03-05,PHO,,BOS,W 109-106,240,42,94,.447,38,74,.514,4,20,.200,21,26,.808,109
5525,2017-03-05,SAC,,UTA,L 109-110 (OT),265,43,83,.518,35,66,.530,8,17,.471,15,20,.750,109
5526,2017-03-05,UTA,@,SAC,W 110-109 (OT),265,41,90,.456,31,57,.544,10,33,.303,18,27,.667,110
5527,2017-03-05,ORL,@,WAS,L 114-115,240,44,89,.494,30,54,.556,14,35,.400,12,19,.632,114
5528,2017-03-05,WAS,,ORL,W 115-114,240,39,81,.481,25,55,.455,14,26,.538,23,25,.920,115
5529,2017-03-04,CHI,,LAC,L 91-101,240,35,83,.422,29,66,.439,6,17,.353,15,20,.750,91
5530,2017-03-04,LAC,@,CHI,W 101-91,240,41,85,.482,35,60,.583,6,25,.240,13,16,.813,101
5531,2017-03-04,CHA,@,DEN,W 112-102,240,41,90,.456,25,63,.397,16,27,.593,14,17,.824,112
5532,2017-03-04,DEN,,CHO,L 102-112,240,36,80,.450,27,50,.540,9,30,.300,21,25,.840,102
5533,2017-03-04,HOU,,MEM,W 123-108,240,39,78,.500,21,36,.583,18,42,.429,27,36,.750,123
5534,2017-03-04,MEM,@,HOU,L 108-123,240,43,97,.443,35,69,.507,8,28,.286,14,21,.667,108
5535,2017-03-04,CLE,@,MIA,L 92-120,240,35,73,.479,24,46,.522,11,27,.407,11,18,.611,92
5536,2017-03-04,MIA,,CLE,W 120-92,240,46,88,.523,28,54,.519,18,34,.529,10,12,.833,120
5537,2017-03-04,MIL,,TOR,W 101-94,240,38,87,.437,32,60,.533,6,27,.222,19,23,.826,101
5538,2017-03-04,TOR,@,MIL,L 94-101,240,35,75,.467,28,54,.519,7,21,.333,17,20,.850,94
5539,2017-03-04,DET,@,PHI,W 136-106,240,54,95,.568,44,72,.611,10,23,.435,18,21,.857,136
5540,2017-03-04,PHI,,DET,L 106-136,240,43,88,.489,29,54,.537,14,34,.412,6,7,.857,106
5541,2017-03-04,BRK,@,POR,L 116-130,240,45,86,.523,31,56,.554,14,30,.467,12,17,.706,116
5542,2017-03-04,POR,,BRK,W 130-116,240,49,86,.570,33,61,.541,16,25,.640,16,22,.727,130
5543,2017-03-04,MIN,@,SAS,L 90-97 (OT),265,35,89,.393,31,73,.425,4,16,.250,16,22,.727,90
5544,2017-03-04,SAS,,MIN,W 97-90 (OT),265,38,94,.404,32,70,.457,6,24,.250,15,24,.625,97
5545,2017-03-03,ATL,,CLE,L 130-135,240,49,91,.538,39,65,.600,10,26,.385,22,30,.733,130
5546,2017-03-03,CLE,@,ATL,W 135-130,240,47,86,.547,22,40,.550,25,46,.543,16,20,.800,135
5547,2017-03-03,DAL,,MEM,W 104-100,240,39,82,.476,34,55,.618,5,27,.185,21,27,.778,104
5548,2017-03-03,MEM,@,DAL,L 100-104,240,38,82,.463,29,54,.537,9,28,.321,15,22,.682,100
5549,2017-03-03,BOS,@,LAL,W 115-95,240,43,84,.512,33,51,.647,10,33,.303,19,25,.760,115
5550,2017-03-03,LAL,,BOS,L 95-115,240,37,87,.425,31,63,.492,6,24,.250,15,20,.750,95
5551,2017-03-03,LAC,@,MIL,L 101-112,240,36,64,.563,28,45,.622,8,19,.421,21,36,.583,101
5552,2017-03-03,MIL,,LAC,W 112-101,240,44,80,.550,34,55,.618,10,25,.400,14,15,.933,112
5553,2017-03-03,NOP,,SAS,L 98-101 (OT),265,35,91,.385,27,66,.409,8,25,.320,20,24,.833,98
5554,2017-03-03,SAS,@,NOP,W 101-98 (OT),265,40,95,.421,34,68,.500,6,27,.222,15,25,.600,101
5555,2017-03-03,MIA,@,ORL,L 99-110,240,35,91,.385,27,63,.429,8,28,.286,21,25,.840,99
5556,2017-03-03,ORL,,MIA,W 110-99,240,45,90,.500,40,73,.548,5,17,.294,15,19,.789,110
5557,2017-03-03,NYK,@,PHI,L 102-105,240,33,84,.393,26,63,.413,7,21,.333,29,33,.879,102
5558,2017-03-03,PHI,,NYK,W 105-102,240,36,83,.434,27,55,.491,9,28,.321,24,31,.774,105
5559,2017-03-03,OKC,@,PHO,L 111-118,240,37,87,.425,28,52,.538,9,35,.257,28,35,.800,111
5560,2017-03-03,PHO,,OKC,W 118-111,240,44,89,.494,39,68,.574,5,21,.238,25,31,.806,118
5561,2017-03-03,BRK,@,UTA,L 97-112,240,36,89,.404,29,59,.492,7,30,.233,18,24,.750,97
5562,2017-03-03,UTA,,BRK,W 112-97,240,38,74,.514,26,48,.542,12,26,.462,24,34,.706,112
5563,2017-03-03,TOR,@,WAS,W 114-106,240,41,81,.506,30,56,.536,11,25,.440,21,27,.778,114
5564,2017-03-03,WAS,,TOR,L 106-114,240,34,92,.370,24,62,.387,10,30,.333,28,32,.875,106
5565,2017-03-02,CHI,,GSW,W 94-87,240,36,82,.439,31,63,.492,5,19,.263,17,21,.810,94
5566,2017-03-02,GSW,@,CHI,L 87-94,240,34,88,.386,28,58,.483,6,30,.200,13,14,.929,87
5567,2017-03-02,CHA,@,PHO,L 103-120,240,35,89,.393,25,55,.455,10,34,.294,23,28,.821,103
5568,2017-03-02,PHO,,CHO,W 120-103,240,46,77,.597,39,58,.672,7,19,.368,21,25,.840,120
5569,2017-03-02,OKC,@,POR,L 109-114,240,34,86,.395,23,57,.404,11,29,.379,30,32,.938,109
5570,2017-03-02,POR,,OKC,W 114-109,240,39,79,.494,29,54,.537,10,25,.400,26,35,.743,114
5571,2017-03-01,ATL,,DAL,W 100-95,240,36,64,.563,26,43,.605,10,21,.476,18,24,.750,100
5572,2017-03-01,DAL,@,ATL,L 95-100,240,35,77,.455,21,44,.477,14,33,.424,11,13,.846,95
5573,2017-03-01,BOS,,CLE,W 103-99,240,36,78,.462,23,47,.489,13,31,.419,18,23,.783,103
5574,2017-03-01,CLE,@,BOS,L 99-103,240,37,91,.407,27,58,.466,10,33,.303,15,22,.682,99
5575,2017-03-01,HOU,@,LAC,W 122-103,240,37,87,.425,17,35,.486,20,52,.385,28,33,.848,122
5576,2017-03-01,LAC,,HOU,L 103-122,240,42,94,.447,30,60,.500,12,34,.353,7,13,.538,103
5577,2017-03-01,MIA,,PHI,W 125-98,240,49,90,.544,36,60,.600,13,30,.433,14,21,.667,125
5578,2017-03-01,PHI,@,MIA,L 98-125,240,37,85,.435,31,68,.456,6,17,.353,18,22,.818,98
5579,2017-03-01,DEN,@,MIL,W 110-98,240,41,84,.488,31,51,.608,10,33,.303,18,20,.900,110
5580,2017-03-01,MIL,,DEN,L 98-110,240,38,83,.458,29,65,.446,9,18,.500,13,15,.867,98
5581,2017-03-01,DET,@,NOP,L 86-109,240,40,103,.388,37,80,.463,3,23,.130,3,17,.176,86
5582,2017-03-01,NOP,,DET,W 109-86,240,39,78,.500,30,53,.566,9,25,.360,22,23,.957,109
5583,2017-03-01,NYK,@,ORL,W 101-90,240,34,81,.420,26,52,.500,8,29,.276,25,31,.806,101
5584,2017-03-01,ORL,,NYK,L 90-101,240,34,83,.410,29,58,.500,5,25,.200,17,22,.773,90
5585,2017-03-01,BRK,@,SAC,W 109-100,240,34,74,.459,23,46,.500,11,28,.393,30,36,.833,109
5586,2017-03-01,SAC,,BRK,L 100-109,240,35,81,.432,24,59,.407,11,22,.500,19,22,.864,100
5587,2017-03-01,IND,@,SAS,L 99-100,240,37,81,.457,30,58,.517,7,23,.304,18,25,.720,99
5588,2017-03-01,SAS,,IND,W 100-99,240,35,74,.473,26,45,.578,9,29,.310,21,24,.875,100
5589,2017-03-01,TOR,,WAS,L 96-105,240,33,90,.367,26,70,.371,7,20,.350,23,26,.885,96
5590,2017-03-01,WAS,@,TOR,W 105-96,240,40,84,.476,31,59,.525,9,25,.360,16,19,.842,105
5591,2017-03-01,MIN,@,UTA,W 107-80,240,39,78,.500,31,62,.500,8,16,.500,21,26,.808,107
5592,2017-03-01,UTA,,MIN,L 80-107,240,35,90,.389,31,71,.437,4,19,.211,6,11,.545,80
5593,2017-02-28,CHI,,DEN,L 107-125,240,44,96,.458,34,70,.486,10,26,.385,9,10,.900,107
5594,2017-02-28,DEN,@,CHI,W 125-107,240,45,80,.563,32,50,.640,13,30,.433,22,24,.917,125
5595,2017-02-28,DET,,POR,W 120-113 (OT),265,45,104,.433,38,79,.481,7,25,.280,23,31,.742,120
5596,2017-02-28,POR,@,DET,L 113-120 (OT),265,44,84,.524,34,59,.576,10,25,.400,15,22,.682,113
5597,2017-02-28,CHA,@,LAL,W 109-104,240,38,85,.447,22,46,.478,16,39,.410,17,24,.708,109
5598,2017-02-28,LAL,,CHO,L 104-109,240,41,84,.488,29,52,.558,12,32,.375,10,13,.769,104
5599,2017-02-28,MEM,,PHO,W 130-112,240,48,86,.558,36,61,.590,12,25,.480,22,29,.759,130
5600,2017-02-28,PHO,@,MEM,L 112-130,240,43,83,.518,36,62,.581,7,21,.333,19,24,.792,112
5601,2017-02-28,OKC,,UTA,W 109-106,240,39,76,.513,24,54,.444,15,22,.682,16,23,.696,109
5602,2017-02-28,UTA,@,OKC,L 106-109,240,43,93,.462,34,71,.479,9,22,.409,11,13,.846,106
5603,2017-02-28,GSW,@,WAS,L 108-112,240,39,84,.464,31,55,.564,8,29,.276,22,27,.815,108
5604,2017-02-28,WAS,,GSW,W 112-108,240,41,91,.451,29,63,.460,12,28,.429,18,20,.900,112
5605,2017-02-27,ATL,@,BOS,W 114-98,240,46,95,.484,40,70,.571,6,25,.240,16,20,.800,114
5606,2017-02-27,BOS,,ATL,L 98-114,240,34,87,.391,24,53,.453,10,34,.294,20,25,.800,98
5607,2017-02-27,CLE,,MIL,W 102-95,240,35,70,.500,25,42,.595,10,28,.357,22,26,.846,102
5608,2017-02-27,MIL,@,CLE,L 95-102,240,37,83,.446,26,53,.491,11,30,.367,10,16,.625,95
5609,2017-02-27,DAL,,MIA,W 96-89,240,33,76,.434,24,58,.414,9,18,.500,21,23,.913,96
5610,2017-02-27,MIA,@,DAL,L 89-96,240,37,83,.446,28,57,.491,9,26,.346,6,13,.462,89
5611,2017-02-27,HOU,,IND,L 108-117,240,32,88,.364,22,43,.512,10,45,.222,34,42,.810,108
5612,2017-02-27,IND,@,HOU,W 117-108,240,41,91,.451,28,61,.459,13,30,.433,22,25,.880,117
5613,2017-02-27,NYK,,TOR,L 91-92,240,33,73,.452,24,49,.490,9,24,.375,16,19,.842,91
5614,2017-02-27,TOR,@,NYK,W 92-91,240,33,78,.423,26,52,.500,7,26,.269,19,23,.826,92
5615,2017-02-27,GSW,@,PHI,W 119-108,240,40,89,.449,34,60,.567,6,29,.207,33,39,.846,119
5616,2017-02-27,PHI,,GSW,L 108-119,240,37,82,.451,27,48,.563,10,34,.294,24,27,.889,108
5617,2017-02-27,MIN,@,SAC,W 102-88,240,40,95,.421,32,72,.444,8,23,.348,14,20,.700,102
5618,2017-02-27,SAC,,MIN,L 88-102,240,36,82,.439,30,65,.462,6,17,.353,10,15,.667,88
5619,2017-02-26,DEN,,MEM,L 98-105,240,37,84,.440,26,50,.520,11,34,.324,13,17,.765,98
5620,2017-02-26,MEM,@,DEN,W 105-98,240,36,80,.450,25,47,.532,11,33,.333,22,25,.880,105
